"Observation station","Year","Month","Day","Time [UTC]","Average temperature [°C]","Maximum temperature [°C]","Minimum temperature [°C]","Average relative humidity [%]","Wind speed [m/s]","Maximum wind speed [m/s]"
"Helsinki Kumpula","2021","3","10","00:00","-14.5","-14.3","-14.7","78","6.5","7.1"
"Helsinki Kumpula","2021","3","10","01:00","-14.7","-14.7","-14.8","78","6.5","7"
"Helsinki Kumpula","2021","3","10","02:00","-14.8","-14.7","-14.9","79","6.2","6.7"
"Helsinki Kumpula","2021","3","10","03:00","-15","-14.8","-15.2","82","5.8","6.2"
"Helsinki Kumpula","2021","3","10","04:00","-15.3","-15.2","-15.5","83","5","6.1"
"Helsinki Kumpula","2021","3","10","05:00","-15.4","-15.3","-15.5","83","5.1","6"
"Helsinki Kumpula","2021","3","10","06:00","-15.2","-14.9","-15.4","82","5.3","6.2"
"Helsinki Kumpula","2021","3","10","07:00","-14.2","-13.6","-14.9","78","5.7","6"
"Helsinki Kumpula","2021","3","10","08:00","-12.7","-11.5","-13.6","73","6","6.7"
"Helsinki Kumpula","2021","3","10","09:00","-10.6","-9.6","-11.4","67","6.1","6.6"
"Helsinki Kumpula","2021","3","10","10:00","-8.7","-8.2","-9.5","60","9.5","11.4"
"Helsinki Kumpula","2021","3","10","11:00","-8.3","-8","-8.5","61","9.1","9.9"
"Helsinki Kumpula","2021","3","10","12:00","-8.1","-8","-8.2","59","9","9.9"
"Helsinki Kumpula","2021","3","10","13:00","-7.9","-7.7","-8","59","8.7","9.7"
"Helsinki Kumpula","2021","3","10","14:00","-8","-7.8","-8.1","56","9.2","9.7"
"Helsinki Kumpula","2021","3","10","15:00","-8.2","-8.1","-8.3","58","8.3","9.3"
"Helsinki Kumpula","2021","3","10","16:00","-8.9","-8.3","-9.5","68","6","8.6"
"Helsinki Kumpula","2021","3","10","17:00","-9","-7.9","-9.6","72","5.5","7.1"
"Helsinki Kumpula","2021","3","10","18:00","-7.7","-7.4","-8","62","7.5","8.9"
"Helsinki Kumpula","2021","3","10","19:00","-7.3","-7.2","-7.6","56","7.4","8.2"
"Helsinki Kumpula","2021","3","10","20:00","-7.5","-7.3","-7.7","54","7.5","8.1"
"Helsinki Kumpula","2021","3","10","21:00","-7.8","-7.6","-8.1","55","7.8","8.6"
"Helsinki Kumpula","2021","3","10","22:00","-8","-7.9","-8.2","57","6.9","7.5"
"Helsinki Kumpula","2021","3","10","23:00","-8.1","-7.9","-8.4","60","7","8"
"Helsinki Kumpula","2021","3","11","00:00","-8.3","-8","-8.6","66","6.2","7.2"
"Helsinki Kumpula","2021","3","11","01:00","-7.9","-7.7","-8","69","5.8","6.3"
"Helsinki Kumpula","2021","3","11","02:00","-7.7","-7.5","-7.8","73","6.3","6.9"
"Helsinki Kumpula","2021","3","11","03:00","-7.5","-7.2","-7.7","80","6","7"
"Helsinki Kumpula","2021","3","11","04:00","-6.9","-6.5","-7.2","86","5.1","6.1"
"Helsinki Kumpula","2021","3","11","05:00","-6.3","-6.2","-6.5","87","5.4","6.3"
"Helsinki Kumpula","2021","3","11","06:00","-6.3","-6","-6.6","88","5.5","6.4"
"Helsinki Kumpula","2021","3","11","07:00","-5.6","-5.2","-6","90","4.7","5.8"
"Helsinki Kumpula","2021","3","11","08:00","-5","-4.7","-5.2","89","6.4","7"
"Helsinki Kumpula","2021","3","11","09:00","-4.3","-3.6","-4.7","89","6.2","7"
"Helsinki Kumpula","2021","3","11","10:00","-3","-2.7","-3.6","85","5.8","6.3"
"Helsinki Kumpula","2021","3","11","11:00","-2.6","-2.4","-3","85","6.3","7.3"
"Helsinki Kumpula","2021","3","11","12:00","-2.1","-1.8","-2.4","82","7.1","7.8"
"Helsinki Kumpula","2021","3","11","13:00","-1.5","-1.1","-1.8","79","6.7","7.6"
"Helsinki Kumpula","2021","3","11","14:00","-0.8","-0.5","-1.1","75","7.2","8"
"Helsinki Kumpula","2021","3","11","15:00","-0.7","-0.5","-1","70","7.2","8.1"
"Helsinki Kumpula","2021","3","11","16:00","-1.2","-0.9","-1.3","69","7.8","9"
"Helsinki Kumpula","2021","3","11","17:00","-1.3","-1.2","-1.4","68","8.7","9.5"
"Helsinki Kumpula","2021","3","11","18:00","-1.5","-1.3","-1.6","69","9","9.8"
"Helsinki Kumpula","2021","3","11","19:00","-1.6","-1.5","-1.7","68","8.8","9.9"
"Helsinki Kumpula","2021","3","11","20:00","-2.2","-1.7","-2.7","70","8.3","9"
"Helsinki Kumpula","2021","3","11","21:00","-2.5","-2.1","-2.7","71","7.8","8.8"
"Helsinki Kumpula","2021","3","11","22:00","-2","-1.9","-2.2","67","8.4","9.2"
"Helsinki Kumpula","2021","3","11","23:00","-1.9","-1.8","-2.1","68","8.7","9.5"
"Helsinki Kumpula","2021","3","12","00:00","-2.6","-1.8","-3.1","82","8","8.9"
"Helsinki Kumpula","2021","3","12","01:00","-2.9","-2.9","-3.1","92","7.7","8.4"
"Helsinki Kumpula","2021","3","12","02:00","-2.7","-2.5","-2.9","92","8.4","9.1"
"Helsinki Kumpula","2021","3","12","03:00","-2.7","-2.5","-2.7","92","8.5","9.2"
"Helsinki Kumpula","2021","3","12","04:00","-2.5","-2.4","-2.6","91","8.7","9.8"
"Helsinki Kumpula","2021","3","12","05:00","-2.1","-1.8","-2.4","87","8.3","9.3"
"Helsinki Kumpula","2021","3","12","06:00","-1.7","-1.6","-1.8","85","8.7","9.7"
"Helsinki Kumpula","2021","3","12","07:00","-1.5","-1.4","-1.6","85","7.9","8.6"
"Helsinki Kumpula","2021","3","12","08:00","-1.5","-1.4","-1.6","85","8.7","9.9"
"Helsinki Kumpula","2021","3","12","09:00","-1.5","-1.4","-1.6","89","8.7","9.3"
"Helsinki Kumpula","2021","3","12","10:00","-1.5","-1.4","-1.6","90","7.6","8.9"
"Helsinki Kumpula","2021","3","12","11:00","-1.5","-1.3","-1.6","88","6.7","7.7"
"Helsinki Kumpula","2021","3","12","12:00","-1.1","-1.1","-1.3","86","6.2","6.9"
"Helsinki Kumpula","2021","3","12","13:00","-1.5","-1.2","-1.6","89","7.2","8.1"
"Helsinki Kumpula","2021","3","12","14:00","-1.4","-1.2","-1.6","90","7.5","8.2"
"Helsinki Kumpula","2021","3","12","15:00","-1.2","-1.1","-1.2","90","7.1","8.7"
"Helsinki Kumpula","2021","3","12","16:00","-1","-0.9","-1.1","90","6","7.2"
"Helsinki Kumpula","2021","3","12","17:00","-0.8","-0.7","-0.9","90","5.3","6.1"
"Helsinki Kumpula","2021","3","12","18:00","-0.7","-0.6","-0.8","90","3.8","5.3"
"Helsinki Kumpula","2021","3","12","19:00","-0.7","-0.6","-0.7","92","3.3","3.5"
"Helsinki Kumpula","2021","3","12","20:00","-0.6","-0.6","-0.7","93","2.7","3.4"
"Helsinki Kumpula","2021","3","12","21:00","-0.8","-0.6","-0.9","94","2.7","3"
"Helsinki Kumpula","2021","3","12","22:00","-1","-0.9","-1.1","95","2.5","3"
"Helsinki Kumpula","2021","3","12","23:00","-1.1","-1.1","-1.2","96","1.8","2.4"
"Helsinki Kumpula","2021","3","13","00:00","-1.2","-1.1","-1.2","97","1.2","1.7"
"Helsinki Kumpula","2021","3","13","01:00","-0.7","-0.2","-1.1","98","2.5","3.8"
"Helsinki Kumpula","2021","3","13","02:00","0.1","0.3","-0.2","98","3.4","3.7"
"Helsinki Kumpula","2021","3","13","03:00","0.5","0.7","0.3","98","3.6","4.4"
"Helsinki Kumpula","2021","3","13","04:00","0.9","1.1","0.7","98","4.3","4.8"
"Helsinki Kumpula","2021","3","13","05:00","1.2","1.3","1","97","4.4","5.2"
"Helsinki Kumpula","2021","3","13","06:00","1.5","1.8","1.1","96","4.5","5"
"Helsinki Kumpula","2021","3","13","07:00","1.8","1.9","1.8","94","4.3","5"
"Helsinki Kumpula","2021","3","13","08:00","2.1","2.4","1.8","93","4.6","5"
"Helsinki Kumpula","2021","3","13","09:00","2.3","2.5","2","91","5.6","6.7"
"Helsinki Kumpula","2021","3","13","10:00","2.2","2.4","2.1","91","5.7","6.6"
"Helsinki Kumpula","2021","3","13","11:00","2","2.2","1.8","91","6.3","7.1"
"Helsinki Kumpula","2021","3","13","12:00","1.9","2.3","1.7","92","5.8","6.6"
"Helsinki Kumpula","2021","3","13","13:00","2.5","2.8","2.1","88","4.8","5.7"
"Helsinki Kumpula","2021","3","13","14:00","2.9","3.1","2.7","85","3.4","5.2"
"Helsinki Kumpula","2021","3","13","15:00","2.2","2.6","1.9","90","3","3.5"
"Helsinki Kumpula","2021","3","13","16:00","1.9","2.1","1.8","93","4","4.7"
"Helsinki Kumpula","2021","3","13","17:00","1.8","2.1","1.7","93","4.7","5.2"
"Helsinki Kumpula","2021","3","13","18:00","1.4","1.7","1.3","95","3.9","5.2"
"Helsinki Kumpula","2021","3","13","19:00","1.2","1.4","1.1","96","3.2","3.8"
"Helsinki Kumpula","2021","3","13","20:00","1.3","1.3","1.2","97","3.5","4"
"Helsinki Kumpula","2021","3","13","21:00","1.3","1.4","1.3","96","3.6","4"
"Helsinki Kumpula","2021","3","13","22:00","1.4","1.5","1.2","95","3.5","3.9"
"Helsinki Kumpula","2021","3","13","23:00","1.2","1.3","1.2","96","4","4.7"
"Helsinki Kumpula","2021","3","14","00:00","1","1.2","0.6","97","3.2","3.8"
"Helsinki Kumpula","2021","3","14","01:00","0.8","0.9","0.6","98","3.1","3.6"
"Helsinki Kumpula","2021","3","14","02:00","0.9","0.9","0.8","98","3.2","3.8"
"Helsinki Kumpula","2021","3","14","03:00","0.8","0.9","0.8","99","3.3","3.7"
"Helsinki Kumpula","2021","3","14","04:00","0.7","0.9","0.5","99","3.1","3.9"
"Helsinki Kumpula","2021","3","14","05:00","0.7","0.8","0.5","99","2.5","3"
"Helsinki Kumpula","2021","3","14","06:00","0.7","0.8","0.6","99","2.8","3.9"
"Helsinki Kumpula","2021","3","14","07:00","1","1.2","0.8","98","4.2","4.9"
"Helsinki Kumpula","2021","3","14","08:00","1.2","1.3","0.9","94","5.6","6.6"
"Helsinki Kumpula","2021","3","14","09:00","0.8","0.9","0.7","95","5.7","6.6"
"Helsinki Kumpula","2021","3","14","10:00","0.6","0.7","0.5","96","5.7","6.6"
"Helsinki Kumpula","2021","3","14","11:00","0.4","0.6","0.3","97","7","7.5"
"Helsinki Kumpula","2021","3","14","12:00","0.3","0.4","0.2","98","6.8","7.6"
"Helsinki Kumpula","2021","3","14","13:00","0.4","0.5","0.3","98","5.8","7.2"
"Helsinki Kumpula","2021","3","14","14:00","0.5","0.5","0.4","98","3.4","4.6"
"Helsinki Kumpula","2021","3","14","15:00","0.5","0.6","0.5","99","1.8","2.3"
"Helsinki Kumpula","2021","3","14","16:00","0.4","0.5","0.3","99","2.2","2.9"
"Helsinki Kumpula","2021","3","14","17:00","0.3","0.4","0.3","99","1.6","2.3"
"Helsinki Kumpula","2021","3","14","18:00","0.2","0.3","0.2","99","1.8","2.1"
"Helsinki Kumpula","2021","3","14","19:00","0.1","0.2","0.1","99","2.1","2.4"
"Helsinki Kumpula","2021","3","14","20:00","0.1","0.1","0.1","99","1.5","2"
"Helsinki Kumpula","2021","3","14","21:00","0.1","0.1","0.1","99","1","1.4"
"Helsinki Kumpula","2021","3","14","22:00","0.1","0.1","0","99","1.1","1.6"
"Helsinki Kumpula","2021","3","14","23:00","0","0.1","0","99","2","2.2"
"Helsinki Kumpula","2021","3","15","00:00","0.1","0.2","0.1","100","2","2.5"
"Helsinki Kumpula","2021","3","15","01:00","0.2","0.3","0.1","100","2.4","2.9"
"Helsinki Kumpula","2021","3","15","02:00","0.4","0.5","0.3","99","3.6","4.9"
"Helsinki Kumpula","2021","3","15","03:00","0.5","0.7","0.4","99","4.1","5"
"Helsinki Kumpula","2021","3","15","04:00","0.6","0.7","0.5","98","4.9","5.4"
"Helsinki Kumpula","2021","3","15","05:00","0.5","0.6","0.5","98","5.3","5.6"
"Helsinki Kumpula","2021","3","15","06:00","0.7","0.8","0.6","98","4.8","5.2"
"Helsinki Kumpula","2021","3","15","07:00","0.9","1","0.7","98","4.7","5.6"
"Helsinki Kumpula","2021","3","15","08:00","1.3","1.6","1","96","4.7","5.6"
"Helsinki Kumpula","2021","3","15","09:00","1.7","1.8","1.6","94","4.6","5.5"
"Helsinki Kumpula","2021","3","15","10:00","1.8","2","1.7","92","4.8","5.5"
"Helsinki Kumpula","2021","3","15","11:00","1.8","1.9","1.5","93","5.3","6"
"Helsinki Kumpula","2021","3","15","12:00","1.6","1.7","1.6","95","4.4","5"
"Helsinki Kumpula","2021","3","15","13:00","1.7","1.8","1.6","94","4.3","4.6"
"Helsinki Kumpula","2021","3","15","14:00","1.5","1.5","1.4","95","4.6","5.4"
"Helsinki Kumpula","2021","3","15","15:00","1.5","1.6","1.5","94","4.8","5.2"
"Helsinki Kumpula","2021","3","15","16:00","1.5","1.6","1.4","95","4.5","4.9"
"Helsinki Kumpula","2021","3","15","17:00","1.3","1.5","1","95","4.4","5.4"
"Helsinki Kumpula","2021","3","15","18:00","0.9","1.1","0.8","96","3.7","4.3"
"Helsinki Kumpula","2021","3","15","19:00","0.7","1.1","0.3","95","3.8","4.1"
"Helsinki Kumpula","2021","3","15","20:00","0.4","0.5","0.3","95","3.5","3.8"
"Helsinki Kumpula","2021","3","15","21:00","0.3","0.7","-0.1","95","3.6","4.2"
"Helsinki Kumpula","2021","3","15","22:00","0.2","0.4","0","96","3.6","4"
"Helsinki Kumpula","2021","3","15","23:00","0","0.4","-0.3","95","3.8","4.4"
"Helsinki Kumpula","2021","3","16","00:00","-0.2","0.3","-0.6","97","3.6","4"
"Helsinki Kumpula","2021","3","16","01:00","-1.1","-0.6","-1.4","98","3.2","3.9"
"Helsinki Kumpula","2021","3","16","02:00","-1.2","-1","-1.3","99","3.2","4.4"
"Helsinki Kumpula","2021","3","16","03:00","-1","-0.8","-1.1","98","3.3","4.1"
"Helsinki Kumpula","2021","3","16","04:00","-0.8","-0.7","-0.8","98","2.8","3.2"
"Helsinki Kumpula","2021","3","16","05:00","-0.6","-0.6","-0.7","97","3.1","4.4"
"Helsinki Kumpula","2021","3","16","06:00","-0.5","-0.4","-0.6","96","3.5","4.3"
"Helsinki Kumpula","2021","3","16","07:00","-0.2","-0.1","-0.4","95","2.7","3.5"
"Helsinki Kumpula","2021","3","16","08:00","-0.1","0.1","-0.2","94","3","3.4"
"Helsinki Kumpula","2021","3","16","09:00","0","0.2","-0.2","94","3.3","3.9"
"Helsinki Kumpula","2021","3","16","10:00","0.6","0.9","0.2","92","3.2","4.1"
"Helsinki Kumpula","2021","3","16","11:00","1","1.4","0.5","90","3.2","3.7"
"Helsinki Kumpula","2021","3","16","12:00","1.2","1.7","0.9","89","3.5","4.6"
"Helsinki Kumpula","2021","3","16","13:00","1.5","2.1","1.3","87","3.4","4.4"
"Helsinki Kumpula","2021","3","16","14:00","1.4","1.6","1.2","89","3.2","4.1"
"Helsinki Kumpula","2021","3","16","15:00","1.5","1.8","1.2","89","2.6","3.1"
"Helsinki Kumpula","2021","3","16","16:00","1.4","1.9","1.1","90","2.5","3.5"
"Helsinki Kumpula","2021","3","16","17:00","0.6","1.2","0.2","94","1.6","2"
"Helsinki Kumpula","2021","3","16","18:00","0.3","0.6","-0.2","96","2.4","3.5"
"Helsinki Kumpula","2021","3","16","19:00","-0.5","-0.2","-0.9","97","2.5","2.8"
"Helsinki Kumpula","2021","3","16","20:00","-0.4","-0.2","-0.9","97","3","3.6"
"Helsinki Kumpula","2021","3","16","21:00","-0.2","0","-0.3","96","2.3","2.9"
"Helsinki Kumpula","2021","3","16","22:00","-0.3","0","-0.7","97","2","2.5"
"Helsinki Kumpula","2021","3","16","23:00","-1.2","-0.8","-1.6","98","2.6","3"
"Helsinki Kumpula","2021","3","17","00:00","-2","-1.6","-2.3","99","2.7","3.1"
"Helsinki Kumpula","2021","3","17","01:00","-2.4","-2.2","-2.7","99","2.4","3.1"
"Helsinki Kumpula","2021","3","17","02:00","-1.8","-1.6","-2.4","98","2","2.6"
"Helsinki Kumpula","2021","3","17","03:00","-2.1","-1.7","-2.4","98","1.5","2.2"
"Helsinki Kumpula","2021","3","17","04:00","-2.1","-1.9","-2.2","98","2.2","2.4"
"Helsinki Kumpula","2021","3","17","05:00","-1.6","-1.1","-2","98","1.7","2.3"
"Helsinki Kumpula","2021","3","17","06:00","-0.9","-0.4","-1.3","97","1.9","2.8"
"Helsinki Kumpula","2021","3","17","07:00","0","0.5","-0.4","95","2.2","2.6"
"Helsinki Kumpula","2021","3","17","08:00","0.6","0.8","0.5","92","2.5","3.2"
"Helsinki Kumpula","2021","3","17","09:00","0.9","1.1","0.6","92","3.2","4.1"
"Helsinki Kumpula","2021","3","17","10:00","1","1.5","0.5","92","3","3.9"
"Helsinki Kumpula","2021","3","17","11:00","1.6","1.7","1.4","83","4.5","5.3"
"Helsinki Kumpula","2021","3","17","12:00","2","2.5","1.7","78","3.5","4.9"
"Helsinki Kumpula","2021","3","17","13:00","1.9","2.5","1.4","79","3.8","5.1"
"Helsinki Kumpula","2021","3","17","14:00","2.3","2.6","2.1","74","3.7","4.6"
"Helsinki Kumpula","2021","3","17","15:00","2.1","2.3","1.7","77","3.4","3.9"
"Helsinki Kumpula","2021","3","17","16:00","0.9","1.7","0.5","90","3","4.7"
"Helsinki Kumpula","2021","3","17","17:00","0.7","0.8","0.5","91","3.1","3.5"
"Helsinki Kumpula","2021","3","17","18:00","0.7","0.8","0.4","87","3.5","4.2"
"Helsinki Kumpula","2021","3","17","19:00","0.6","0.7","0.4","81","3.5","4"
"Helsinki Kumpula","2021","3","17","20:00","0.1","0.5","-0.5","80","3.5","4"
"Helsinki Kumpula","2021","3","17","21:00","-0.8","-0.5","-1.4","84","2.7","3.3"
"Helsinki Kumpula","2021","3","17","22:00","-1.9","-1.5","-2.1","89","2.4","2.7"
"Helsinki Kumpula","2021","3","17","23:00","-2.2","-2","-2.5","87","2.4","2.9"
"Helsinki Kumpula","2021","3","18","00:00","-3","-2.5","-3.3","89","2.1","2.6"
"Helsinki Kumpula","2021","3","18","01:00","-3.3","-3.2","-3.4","91","3","3.5"
"Helsinki Kumpula","2021","3","18","02:00","-3.9","-3.2","-4.3","92","3.1","3.6"
"Helsinki Kumpula","2021","3","18","03:00","-4.3","-4.1","-4.7","92","3","3.5"
"Helsinki Kumpula","2021","3","18","04:00","-4.9","-4.7","-5.2","93","3.1","3.3"
"Helsinki Kumpula","2021","3","18","05:00","-4.9","-4.4","-5.3","92","3.8","4.3"
"Helsinki Kumpula","2021","3","18","06:00","-3.8","-3.4","-4.4","89","3.3","4"
"Helsinki Kumpula","2021","3","18","07:00","-3","-2.3","-3.4","88","2.7","3.1"
"Helsinki Kumpula","2021","3","18","08:00","-1.8","-1.3","-2.3","85","2.9","3.5"
"Helsinki Kumpula","2021","3","18","09:00","-1.2","-1","-1.3","81","3.2","4.3"
"Helsinki Kumpula","2021","3","18","10:00","-0.9","-0.6","-1.3","76","4.4","5.6"
"Helsinki Kumpula","2021","3","18","11:00","-1.1","-0.7","-1.3","69","5.4","6.6"
"Helsinki Kumpula","2021","3","18","12:00","-0.7","-0.2","-1.3","61","4.8","6.5"
"Helsinki Kumpula","2021","3","18","13:00","-0.3","-0.1","-0.6","42","5.2","6.3"
"Helsinki Kumpula","2021","3","18","14:00","-0.6","-0.1","-0.8","37","5.3","6.8"
"Helsinki Kumpula","2021","3","18","15:00","-1","-0.7","-1.2","34","6.2","7.6"
"Helsinki Kumpula","2021","3","18","16:00","-1.5","-1.2","-1.8","36","5.3","6.4"
"Helsinki Kumpula","2021","3","18","17:00","-2.1","-1.8","-2.5","37","4.3","5.8"
"Helsinki Kumpula","2021","3","18","18:00","-3.2","-2.5","-3.6","41","3","3.4"
"Helsinki Kumpula","2021","3","18","19:00","-3.7","-3.3","-3.9","43","3.5","4"
"Helsinki Kumpula","2021","3","18","20:00","-3.8","-3.6","-4.1","44","4","4.3"
"Helsinki Kumpula","2021","3","18","21:00","-4.4","-4","-4.9","48","3.7","4"
"Helsinki Kumpula","2021","3","18","22:00","-5.1","-4.8","-5.5","53","4","4.5"
"Helsinki Kumpula","2021","3","18","23:00","-5.6","-5.4","-5.8","58","4.3","4.9"
"Helsinki Kumpula","2021","3","19","00:00","-6.1","-5.8","-6.3","63","3.7","4.3"
"Helsinki Kumpula","2021","3","19","01:00","-6.6","-6.3","-6.9","67","3.9","4.3"
"Helsinki Kumpula","2021","3","19","02:00","-7.1","-6.9","-7.3","71","3.9","4.5"
"Helsinki Kumpula","2021","3","19","03:00","-7.6","-7.3","-7.8","74","4","4.7"
"Helsinki Kumpula","2021","3","19","04:00","-7.9","-7.8","-8","79","4.1","4.5"
"Helsinki Kumpula","2021","3","19","05:00","-7.8","-7.4","-8","81","4.3","5.1"
"Helsinki Kumpula","2021","3","19","06:00","-6.8","-6.3","-7.4","80","4","4.7"
"Helsinki Kumpula","2021","3","19","07:00","-5.9","-5.2","-6.2","73","5.7","7.3"
"Helsinki Kumpula","2021","3","19","08:00","-4.9","-4.1","-5.2","63","5.2","6.6"
"Helsinki Kumpula","2021","3","19","09:00","-4.7","-4.2","-4.9","57","5.5","6.2"
"Helsinki Kumpula","2021","3","19","10:00","-4","-3.5","-4.7","50","5.7","6.8"
"Helsinki Kumpula","2021","3","19","11:00","-3.4","-2.9","-3.8","48","5","6.1"
"Helsinki Kumpula","2021","3","19","12:00","-3","-2.5","-3.3","45","4.7","5.8"
"Helsinki Kumpula","2021","3","19","13:00","-2.4","-1.8","-2.8","43","4","5.4"
"Helsinki Kumpula","2021","3","19","14:00","-2.7","-2.3","-2.9","41","3.8","4.7"
"Helsinki Kumpula","2021","3","19","15:00","-2.7","-2.4","-2.8","41","3.6","4.4"
"Helsinki Kumpula","2021","3","19","16:00","-3","-2.6","-3.3","41","2.9","3.6"
"Helsinki Kumpula","2021","3","19","17:00","-3.7","-3.3","-4.5","43","2.4","3.2"
"Helsinki Kumpula","2021","3","19","18:00","-5","-4.6","-5.6","48","1.6","2.2"
"Helsinki Kumpula","2021","3","19","19:00","-5.9","-5.5","-6.3","53","1.4","1.6"
"Helsinki Kumpula","2021","3","19","20:00","-6.6","-6.2","-7.1","58","2.2","2.8"
"Helsinki Kumpula","2021","3","19","21:00","-7.4","-7.1","-7.9","63","2.3","2.6"
"Helsinki Kumpula","2021","3","19","22:00","-7.4","-7.2","-7.6","62","2.2","2.9"
"Helsinki Kumpula","2021","3","19","23:00","-7.2","-6.9","-7.6","59","2.4","2.7"
"Helsinki Kumpula","2021","3","20","00:00","-7.3","-7.1","-7.5","60","2.9","3.4"
"Helsinki Kumpula","2021","3","20","01:00","-7.1","-6.9","-7.4","61","3.9","4.5"
"Helsinki Kumpula","2021","3","20","02:00","-6.6","-6.1","-7.3","59","4.3","4.6"
"Helsinki Kumpula","2021","3","20","03:00","-5.4","-4.8","-6.5","60","4.5","5"
"Helsinki Kumpula","2021","3","20","04:00","-4.8","-4.3","-5.1","62","5.2","5.7"
"Helsinki Kumpula","2021","3","20","05:00","-4.1","-3.6","-4.4","64","4.9","5.3"
"Helsinki Kumpula","2021","3","20","06:00","-2.9","-2.5","-3.7","68","6.8","8.4"
"Helsinki Kumpula","2021","3","20","07:00","-2.5","-2.4","-2.6","75","7.9","9.6"
"Helsinki Kumpula","2021","3","20","08:00","-2.4","-2.2","-2.5","81","9.2","10.2"
"Helsinki Kumpula","2021","3","20","09:00","-1.9","-1.4","-2.2","86","7.8","8.9"
"Helsinki Kumpula","2021","3","20","10:00","-0.9","-0.6","-1.4","88","7.8","9.1"
"Helsinki Kumpula","2021","3","20","11:00","-0.1","0.1","-0.5","87","9.1","10.7"
"Helsinki Kumpula","2021","3","20","12:00","0","0.2","-0.2","87","9","9.9"
"Helsinki Kumpula","2021","3","20","13:00","-0.2","0","-0.3","92","8.6","9.4"
"Helsinki Kumpula","2021","3","20","14:00","-0.1","0","-0.2","92","8.8","9.8"
"Helsinki Kumpula","2021","3","20","15:00","0.1","0.3","-0.1","91","8.2","8.9"
"Helsinki Kumpula","2021","3","20","16:00","-0.1","0.2","-0.1","94","7.2","8.1"
"Helsinki Kumpula","2021","3","20","17:00","-0.1","-0.1","-0.2","96","6.1","7.2"
"Helsinki Kumpula","2021","3","20","18:00","-0.1","-0.1","-0.1","97","6.8","7.2"
"Helsinki Kumpula","2021","3","20","19:00","0","0.1","-0.1","97","6.9","7.3"
"Helsinki Kumpula","2021","3","20","20:00","0.2","0.4","0.1","97","6.2","6.9"
"Helsinki Kumpula","2021","3","20","21:00","0.6","0.8","0.4","95","5.9","6.8"
"Helsinki Kumpula","2021","3","20","22:00","0.9","0.9","0.8","95","5.5","6"
"Helsinki Kumpula","2021","3","20","23:00","0.9","1","0.9","96","4.8","5.3"
"Helsinki Kumpula","2021","3","21","00:00","0.9","1.1","0.9","97","5.3","5.8"
"Helsinki Kumpula","2021","3","21","01:00","1","1.4","0.9","98","5.2","5.9"
"Helsinki Kumpula","2021","3","21","02:00","1.6","1.7","1.3","96","5.7","6"
"Helsinki Kumpula","2021","3","21","03:00","1.7","1.8","1.6","94","5.4","6"
"Helsinki Kumpula","2021","3","21","04:00","1.6","1.8","1.2","88","5.8","6.2"
"Helsinki Kumpula","2021","3","21","05:00","1","1.3","0.7","85","5.8","6"
"Helsinki Kumpula","2021","3","21","06:00","0.8","1.2","0.6","82","6.4","7.2"
"Helsinki Kumpula","2021","3","21","07:00","1.8","2.5","1.3","74","6.6","7.3"
"Helsinki Kumpula","2021","3","21","08:00","2.8","3.4","2.4","66","7.8","9"
"Helsinki Kumpula","2021","3","21","09:00","3.1","3.8","2.8","62","8.6","10.3"
"Helsinki Kumpula","2021","3","21","10:00","3","3.3","2.8","64","7.7","9.4"
